text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
"FOR SALE: Northwest Airline Fly-Write ticket for travel within the 48 states and Canada from anywhere in the country. 2 One Way - $200 (each) 1 Round Trip - $350 This ticket has no restrictions, and is fully transferable. However, travel has to be completed bu…",Fraud,39.1,0.559,neutral,0.0,Low,"['travel', 'ticket', 'transferable', 'airline', 'northwest', 'round trip', 'completed', 'fly']","['Northwest Airline Fly-Write (ORG)', 'Canada (GPE)', 'June 4 (DATE)']","Fraud signal detected. Key terms: travel, ticket, transferable, airline, northwest, round trip."
 1) So what? 2) It will be interesting to see the reaction when 2.5million queers gather in Washington DC. After all if there are only 6million of us then this is an event unprecidented in history... Don't forget that 25% had 20 or more partners.... And what d…,Sanctions/Compliance,39.0,0.52,neutral,0.0,Low,"['25 20', 'contacts', 'number sexual', 'number', 'queers', 'gather', 'fuck', 'don forget']",['Washington DC (GPE)'],"Sanctions/Compliance signal detected. Key terms: 25 20, contacts, number sexual, number, queers, gather."
" Ah and how...??? Amen to that one!!!!!! Thanks Chuck for sharing... after all, no one can serve two masters...God and money...... after all, the preciousness of God as Lord and Savior is far more valuable than being a millionaire will ever be... …",Harassment,38.8,0.705,neutral,0.0,Low,"['god lord', 'chuck', 'amen', 'sharing', 'god', 'valuable', 'masters', 'savior']",['Chuck (PERSON)'],"Harassment signal detected. Key terms: god lord, chuck, amen, sharing, god, valuable."
" On the news from radio station KANU (Lawrence, KS) about 6:15 this Monday morning, I heard someone with a nasal-sounding voice (supposedly the Waco coroner?) claim that he had found TWO persons killed with a single shot to the forehead. --Myron.…",Physical Threat,38.8,0.388,neutral,0.0,Low,"['monday morning', 'ks', 'radio station', 'sounding', 'lawrence', 'monday', 'supposedly', 'persons']","['KANU (ORG)', 'Lawrence (GPE)', 'KS (GPE)', 'about 6:15 this Monday (DATE)', 'Waco (PERSON)', '--Myron (ORG)']","Physical Threat signal detected. Key terms: monday morning, ks, radio station, sounding, lawrence, monday."
"Radius 24X accelerated graphics adaptor. Supports multiple resolutions and allows on-the-fly changing of resolution or bit depth. MSRP $1999, street price $1700, your price: best offer over $800.…",Fraud,38.7,0.553,neutral,0.0,Low,"['accelerated', 'price', 'msrp', 'radius', 'resolutions', '1700', 'adaptor', 'depth']",['1999 (DATE)'],"Fraud signal detected. Key terms: accelerated, price, msrp, radius, resolutions, 1700."
Did youy guys know that it is LEGAL to own a radar detector but is ILLEGAL to use it! Isn't that a bit like owning a gun but not being allowed to use it? My mate just switches his off whenever the cops are around. …,Physical Threat,38.7,0.387,negative,-1.0,Low,"['switches', 'mate', 'radar detector', 'owning', 'detector', 'radar', 'use', 'guys']",['LEGAL (ORG)'],"Physical Threat signal detected. Key terms: switches, mate, radar detector, owning, detector, radar."
" True of all security sytems, I think, and it is the fundamental measure to be used in establishing a requisite security level. -- …",Cyber,38.6,0.454,neutral,0.0,Low,"['security', 'establishing', 'measure', 'fundamental', 'level', 'true', 'used', 'think']",[],"Cyber signal detected. Key terms: security, establishing, measure, fundamental, level, true."
": In light of recent events, it may soon become a very good idea : to include the ability to produce transparent, or at least non-obvious, : cyphertext in upcoming revisions. This won't help if the NSA/FBA axis requires all messages to undergo textual analysis…",Cyber,38.6,0.454,neutral,0.0,Low,"['messages', 'security center', 'undergo', 'national computer', 'cyphertext', 'textual', 'canonical', 'upcoming']","['National Computer Security Center (ORG)', 'DoubleplusgoodNOT (PERSON)']","Cyber signal detected. Key terms: messages, security center, undergo, national computer, cyphertext, textual."
" This was not stated nor implied. Try asking. This is laughable. Licenses? Right. So then I would need a license to possess chlorine gas? It is a weapons grade poison. Would I be breaking the law then if I were to, say, pour Chlorox on the spot where my cat pi…",Physical Threat,38.6,0.386,neutral,0.0,Low,"['license', 'poison', 'possess', 'need', 'nicotine', 'chlorine', 'gas', 'jail']","['Licenses (PERSON)', 'Chlorox (GPE)', 'Black Flag (LOC)', 'Gasoline (ORG)', 'Benzene (ORG)', 'Hydrazine (PERSON)', 'QC (GPE)', 'Beryllium (ORG)']","Physical Threat signal detected. Key terms: license, poison, possess, need, nicotine, chlorine."
" Our new Attorney General seems determined to do so. In the past She hopes the King beating will not reduce public confidince in law enforcement. The tactics of using tear gas and driving tanks through walls in Waco were intended to further a ""peacefull soluti…",Physical Threat,38.5,0.385,neutral,0.0,Low,"['tactics', 'intended', 'using tear', 'peacefull', 'sect', 'comforting', 'react', 'hopes']","['King (PERSON)', 'Waco (GPE)', 'Clinton (PERSON)']","Physical Threat signal detected. Key terms: tactics, intended, using tear, peacefull, sect, comforting."
" > Between Adam and Eve and Golgotha the whole process of the fall > of man occurred. This involved a gradual dimming of > consciousness of the spiritual world. This is discernable in > the world outlooks of different peoples through history. The > Greek, for …",Harassment,38.3,0.696,neutral,0.0,Low,"['thought', 'aristotle', 'dead', 'soul', 'passage', 'better', 'land', 'living']","['Golgotha (PERSON)', 'Iliad (ORG)', 'Iliad (GPE)', '11:480 (DATE)', 'Robert FitzGerald (PERSON)', 'pagan (GPE)', 'Aristotle (ORG)', 'fifteen hundred years (DATE)']","Harassment signal detected. Key terms: thought, aristotle, dead, soul, passage, better."
"09 Apr 93, Jill Anne Daley writes to All: JAD> What exactly is a definition of sin and what are some examples. How does JAD> a person know when they are committing sin? To answer briefly: sin is falling short of the glory of God (Romans 3:23) Steve…",Harassment,38.3,0.696,neutral,0.0,Low,"['sin', 'person know', 'glory god', 'anne', '09', 'briefly', 'committing', 'apr 93']","['Jill Anne Daley (PERSON)', 'Steve (PERSON)']","Harassment signal detected. Key terms: sin, person know, glory god, anne, 09, briefly."
"Greetings netters, I have a Seagate 3144 130MB IDE drive forsale. I bought it yesterday and have been able to come across a 215MB that I am going to buy, but I need to sell this one. I guarantee that it will work. There is still a transferable warranty I belie…",Fraud,38.3,0.547,neutral,0.0,Low,"['drive', 'sage', 'going buy', 'transferable', '317', 'cc purdue', 'boot', 'thanks lot']","['yesterday (DATE)', 'Dave 317-495-5978  kari@sage.cc.purdue.edu\n (PERSON)']","Fraud signal detected. Key terms: drive, sage, going buy, transferable, 317, cc purdue."
" Imagine, you have been under seige for almost two months by an enemy which you believe wants to kill you. Suddenly, they pump tear gas into your building and punch holes in it with tanks. Then a fire breaks out. Do you run outside to be slaughtered, or stay a…",Physical Threat,38.2,0.382,neutral,0.0,Low,"['punch holes', 'answers question', 'punch', 'seige', 'italy', 'wwii', 'fate', 'pump']","['Imagine (GPE)', 'almost two months (DATE)', 'Ethiopia (GPE)', 'Italy (GPE)']","Physical Threat signal detected. Key terms: punch holes, answers question, punch, seige, italy, wwii."
"A reply to a post by kilroy@gboro.rowan.edu (aka Nancy's Sweetheart): ?Human brains are infested with sin, and they can only be trusted ?in very limited circumstances. I would beg to differ with you here. The properly-formed conscience can be trusted virtually…",Harassment,38.0,0.691,positive,1.0,Low,"['brains', 'certainty', 'observation', 'human', 'thinking', 'experimental', 'disappear', 'infallible']","['kilroy@gboro.rowan.edu (PERSON)', 'Nancy (PERSON)', 'Church (ORG)', 'Without the Church (ORG)', 'Christianity (ORG)']","Harassment signal detected. Key terms: brains, certainty, observation, human, thinking, experimental."
Our firm is in a position to either sell or lease the serverses of one AN-12 air cargo transport aircraft (with the complete technical repair in 1993 ). Terms of Delivery: 1. The price of the aircraft is $840000. 2. The price of leasing is $42800 per month wit…,Fraud,38.0,0.544,neutral,0.0,Low,"['price', 'aircraft', 'expenses', '305', 'transport', 'payments', 'cargo', 'taxes']","['1993 (DATE)', 'days (DATE)', 'Andrey Divaev. (PERSON)', 'MOSCOW (GPE)']","Fraud signal detected. Key terms: price, aircraft, expenses, 305, transport, payments."
"I am trying to obtain a HI-FI copy of Guns N' Roses pay per view last summer from Paris. If anyone has a copy they would like to sell, or could make me a copy, please e-mail me. Thanks …",Fraud,38.0,0.542,neutral,0.0,Low,"['copy', 'sell make', 'paris', 'mail thanks', 'fi', 'like sell', 'obtain', 'summer']","[""Guns N' Roses (ORG)"", 'last\nsummer (DATE)', 'Paris (GPE)']","Fraud signal detected. Key terms: copy, sell make, paris, mail thanks, fi, like sell."
" The arrest of Noriega did not have any major adverse effect on the drug trade going through Panama. Money laundering continues to be Panama's main industry. In fact, it is bigger now than before Noriega was arrested [1]. Panama's current administration also h…",Sanctions/Compliance,37.8,0.504,neutral,0.0,Low,"['cocaine', 'ties', 'vincent', 'regular basis', 'state department', 'york times', 'flow', 'investigations']","['Noriega (PERSON)', 'Panama (GPE)', 'Vincent Bugliosi (PERSON)', 'IRS (ORG)', 'New York Times (ORG)', 'U.S. State Department (ORG)']","Sanctions/Compliance signal detected. Key terms: cocaine, ties, vincent, regular basis, state department, york times."
"I'm interested if anyone out here can point me towards a review of the following book in any scholarly Christian journal, whether it be conservative or liberal, Protestant or Catholic. _The_Lost_Years_of_Jesus_ (documentary evidence for Jesus' 17 year journey …",Harassment,37.8,0.687,neutral,0.0,Low,"['jesus', 'book', 'thought just', '17 year', 'refuted', 'scholarly', 'journey', 'documentary']","['Jesus (PERSON)', '17 year (DATE)', 'East (LOC)', 'Elizabeth Clare Prophet (PERSON)']","Harassment signal detected. Key terms: jesus, book, thought just, 17 year, refuted, scholarly."
" The word that is missing in this whole discourse is not the ""B"" word, or the ""H"" word, or even the ""N"" or ""W"" words. It is the ""L"" word - LOSER !! That's right. When we boil all the crap out of this argument, it is all about WINNING and LOSING, and nothing el…",Sanctions/Compliance,37.8,0.504,positive,1.0,Low,"['loser', 'winner', 'winning', 'win', 'way', 'losing', 'white', 'bowl']","['Ronald Reagan (PERSON)', 'The eighties (DATE)', 'Alexander the Great (PERSON)', 'Tacitus (ORG)', 'Augustus (PERSON)', 'these days (DATE)', 'Bill Clinton (PERSON)', 'Woody Hayes (PERSON)']","Sanctions/Compliance signal detected. Key terms: loser, winner, winning, win, way, losing."
" You write as if no-one ever became a Christian except people from Christian families. This is not true, as quite a few people on this group can attest (including me). …",Harassment,37.7,0.686,neutral,0.0,Low,"['christian', 'attest', 'people group', 'families', 'people', 'write', 'including', 'group']",[],"Harassment signal detected. Key terms: christian, attest, people group, families, people, write."
" How about ""firearm related."" Texas is unusual in this regard. It would be nice to reduce them both, though. As Texas doesn't appear to have an murder rate that much higher than the national average, I would expect it is a result of a much higher suicide rate.…",Physical Threat,37.7,0.377,neutral,0.0,Low,"['murder', 'draw line', 'confiscate', 'individual', 'drink', 'punish', 'regulation', 'draw']","['Texas (GPE)', 'Virginia (GPE)', 'Cute (ORG)', 'U.S. (GPE)']","Physical Threat signal detected. Key terms: murder, draw line, confiscate, individual, drink, punish."
"I have this kit which includes the following : 1) 82c84a/82c84a-5 CHMOS CLOCK GENERATOR AND DRIVER FOR 8086,80C88 PROCESSORS 2) 27C64/87C64 64K(8Kx8) CHMOS UV ERASABLE PROM 3) 51C259L LOW POWER 64K x 4 CHMOS DYNAMIC RAM 4) 82C59A-2 CHMOS PROGRAMMABLE INTERRUPT…",Fraud,37.7,0.539,neutral,0.0,Low,"['programmable', 'controller', 'ee', 'processors', '64k', 'dynamic', 'ram', 'work don']","['DRIVER (ORG)', 'POWER 64K x 4 (ORG)', 'DYNAMIC RAM\n (PERSON)', 'INTERRUPT (ORG)', '82C88 (ORG)', 'FRO (ORG)']","Fraud signal detected. Key terms: programmable, controller, ee, processors, 64k, dynamic."
" That's one way to put it. Keeping the algorithm classified means that disclosure of it falls under the rubric of ""national security."" Nothing like federal marshalls to guard a monopoly... Agreed, although this is still somewhat better than the status quo :). …",Cyber,37.7,0.443,neutral,0.0,Low,"['status quo', 'quo', 'algorithm classified', 'disclosure', 'monopoly', 'guard', 'falls', 'national security']",['the Free Software Foundation (ORG)'],"Cyber signal detected. Key terms: status quo, quo, algorithm classified, disclosure, monopoly, guard."
 I've yet to meet a group of Baptists who were stockpiling Cambell's soup and M-16's/AR-15's and banging/marrying thirteen yuear olds. You're a sorry son of a bitch if you can't draw a distinction between these two things. People like you cheapen our constitut…,Physical Threat,37.6,0.376,neutral,0.0,Low,"['sociopaths', 'banging', '16 ar', 'marrying', 'soup', 'olds', 'deserved', 'baptists']","['Cambell (ORG)', ""M-16's/AR-15's (ORG)"", 'thirteen yuear olds (DATE)']","Physical Threat signal detected. Key terms: sociopaths, banging, 16 ar, marrying, soup, olds."
"Today Rush was criticizing Clinton for not claiming responsibility for the actions and decisions of Janet Reno and the FBI early enough to suit Rush. About 2 months ago Rush was chortling over the fact that Reagan has stumped ""special persecutor Walsh"" with hi…",Sanctions/Compliance,37.6,0.502,neutral,0.0,Low,"['rush', 'reagan', 'north', 'clinton', 'overturned', 'criticizing', 'held responsible', 'gosh']","['Rush (PERSON)', 'Clinton (PERSON)', 'Janet Reno (PERSON)', 'FBI (ORG)', 'About 2 months ago (DATE)', 'Reagan (PERSON)', 'Walsh (PERSON)', 'Ollie North (PERSON)']","Sanctions/Compliance signal detected. Key terms: rush, reagan, north, clinton, overturned, criticizing."
"I have a Uniden visor clip sized radar detector with x, k, and ka band forsale. Has city/highway and audio/mute options and comes with cigarette lighter attachment. I'm asking $50. Please e-mail replies to jth@bach.udel.edu…",Fraud,37.6,0.537,neutral,0.0,Low,"['cigarette lighter', 'mail replies', 'uniden', 'ka', 'jth bach', 'jth', 'clip', 'lighter']",['Uniden (ORG)'],"Fraud signal detected. Key terms: cigarette lighter, mail replies, uniden, ka, jth bach, jth."
"Here is a copy of my first update on the Randy Weaver trial. After a large response (about 15 email messages), I've decided that there is sufficient interest here on t.p.g. to warrant posting. *** file follows *** Hi Folks; As perhaps the only Boise resident o…",Physical Threat,37.6,0.376,neutral,0.0,Low,"['weaver', 'trial', 'randy weaver', 'harris', 'randy', 'reporter', 'neo', 'jury']","['Randy Weaver (PERSON)', 'Boise (ORG)', 'Kevin Harris (PERSON)', 'Yesterday (DATE)', 'today (DATE)', 'Vicki (PERSON)', 'Tim (PERSON)', 'Harris (PERSON)']","Physical Threat signal detected. Key terms: weaver, trial, randy weaver, harris, randy, reporter."
"[remainder of message deleted] Pardon me for replying to only a portion of your message :) The reason we can say ""God just exists"" and can't say ""The universe just exists"" is because the universe is a natural realm and is subject to natural laws in general and…",Harassment,37.5,0.681,neutral,0.0,Low,"['supernatural', 'natural', 'cause', 'existence', 'universe', 'effect', 'cause effect', 'god']",[],"Harassment signal detected. Key terms: supernatural, natural, cause, existence, universe, effect."
" In order of your questions, I oppose it, I oppose it, I oppose it and (Huh? Wha? Where did _that_ topic come from and what's it got to do with the discussion at hand? :-) When I was discussing the concept of different criminal laws for crimes against differen…",Sanctions/Compliance,37.5,0.5,negative,-1.0,Low,"['classes', 'federal', 'oppose', 'laws', 'officers', 'crimes', 'repugnant', 'profession']","['Wha (PERSON)', 'Last year (DATE)', 'the Equal Protection (ORG)']","Sanctions/Compliance signal detected. Key terms: classes, federal, oppose, laws, officers, crimes."
" Alan, you can start by teaching your children that the perpetrators of crimes no more represent the ""Black community"" than racist hateful Whites represent the majority culture (although there are many ethnic minorities who have fallen into the very trap that …",Sanctions/Compliance,37.4,0.499,neutral,0.0,Low,"['gangs', 'ethnic', 'trap', 'black', 'whites', 'blacks', 'asian', 'face']","['Alan (PERSON)', 'White (LOC)', 'Whites (PERSON)', 'Phoenix (GPE)', 'San Francisco (GPE)']","Sanctions/Compliance signal detected. Key terms: gangs, ethnic, trap, black, whites, blacks."
" | | > Mary at that time appeared to a girl named Bernadette at | > Lourdes. She referred to herself as the Immaculate Conception. | > Since a nine year old would have no way of knowing about the | > doctrine, the apparition was deemed to be true and it sealed…",Harassment,37.4,0.68,neutral,0.0,Low,"['priest', 'lady', 'apparitions', 'did', 'water', 'age', 'lourdes', 'immaculate conception']","['Bernadette (PERSON)', 'the Immaculate Conception (ORG)', 'nine year old (DATE)', '|Bernadette (ORG)', '14 years old (DATE)', '1858 (DATE)', '|four years (DATE)', 'James Kiefer (PERSON)']","Harassment signal detected. Key terms: priest, lady, apparitions, did, water, age."
In responding to the post below I have considered issues far outside the scope of revisionism and principally have considered the political implications of a racist ideology and its inevitable outcome. Thus it is tangentially relevant to soc.history and alt.re…,Sanctions/Compliance,37.4,0.498,neutral,0.0,Low,"['nazis', 'party', 'evil', 'nazi', 'hitler', 'hatred', 'genocide', 'important']","['Hilter (PERSON)', 'NAZIs (ORG)', 'NAZI (ORG)', 'Hitler (PERSON)', 'Auschwitz (ORG)']","Sanctions/Compliance signal detected. Key terms: nazis, party, evil, nazi, hitler, hatred."
" As far as I can see, one of the big differences between Davidians and Christians is in who they follow. I have sometimes tried to put myself in the feet of one of Jesus's disciples. Basically, they gave up a lot --- career, possibly family, and well, a whole …",Harassment,37.3,0.679,neutral,0.0,Low,"['justice', 'jesus', 'choose', 'follow', 'judges', 'bad', 'principles', 'man']","['Jesus (PERSON)', 'David Koresh (PERSON)', 'U.S. (GPE)', 'Choose Jesus (PERSON)']","Harassment signal detected. Key terms: justice, jesus, choose, follow, judges, bad."
"There is some controversy in my denomination as to what authority is vested in the pastor. I am still forming my opinion. I am solicing opinions, and references for what that is, how much, and how it should be used. As a general reference, I would not exclude …",Harassment,37.3,0.679,neutral,0.0,Low,"['authority', 'church', 'vested', 'deacons', 'forming', 'different', 'denomination', 'roles']",['Biblical (ORG)'],"Harassment signal detected. Key terms: authority, church, vested, deacons, forming, different."
" Let's try that again: Why was the BATF concerned about surprise when they intended to serve the warrant by knocking on the door? The BATF appears to be inconsistant in their own description of events. And in any case, how does one mount an ambush if one isn't…",Physical Threat,37.2,0.372,neutral,0.0,Low,"['trailers', 'batf', 'peaceful', 'serve', 'serve warrant', 'description', 'warrant', 'door']","['BATF (ORG)', 'BATF (GPE)']","Physical Threat signal detected. Key terms: trailers, batf, peaceful, serve, serve warrant, description."
" As far as a member of the Armed Forces is concerned, the President is whatever the h*ll he wants to be. All of them recently have rather insisted on being treated as something other than a *mere* civilian. So if Hilary were asleep at the time...... I like liv…",Physical Threat,37.2,0.372,neutral,0.0,Low,"['military', 'using military', 'hilary', 'asleep', 'time like', 'president ll', 'insisted', 'armed forces']","['the Armed Forces (ORG)', 'Hilary (PERSON)', 'Branch (ORG)']","Physical Threat signal detected. Key terms: military, using military, hilary, asleep, time like, president ll."
" I knew that Cutie would sell us out. Full-blooded Democrat, he is :-) Seriously folks, if it can happen here (remember? we all got gun racks on our 4x4s), it can happen anywhere. Now to get that letter ready. `Dear Cutie, as one who didn't vote for you, I can…",Physical Threat,37.1,0.371,neutral,0.0,Low,"['happen', 'blooded', 'unhappy', 'know best', 'democrat', 'sincerely', 'rush', 'dear']",['Cutie (ORG)'],"Physical Threat signal detected. Key terms: happen, blooded, unhappy, know best, democrat, sincerely."
 Maybe I'm a little tired but I can't seem to follow the logic here. If whatever is held true on earth is held true in heaven how is it that a priest (RC only apparently) is required. In fact if I read the next verse correctly (Matthew 18:19) I understand that…,Harassment,37.1,0.674,neutral,0.0,Low,"['earth', 'held', 'required', '18 19', 'true', 'rc', 'todd', 'priest']",['Matthew 18:19 (PERSON)'],"Harassment signal detected. Key terms: earth, held, required, 18 19, true, rc."
"I recently backed out of purchasing an almost-unused Sony TCD-D3 DAT Walkman, having found someone else who has a unit I personally prefer (and am paying more for). However, it's still a heck of a machine for the price -- it is quite rugged, and many people ou…",Fraud,37.1,0.53,neutral,0.0,Low,"['plug', 'phono', 'unit', 'walkman', 'machine', 'sony', 'analog', 'battery']","['Sony (ORG)', 'Bryan Davis (PERSON)', 'TCD (ORG)', '5\n years (DATE)', 'two years (DATE)', 'U.S. (GPE)', 'Canada (GPE)']","Fraud signal detected. Key terms: plug, phono, unit, walkman, machine, sony."
I'm posting this for my Mom and Dad's neighbor. Please contact her directly. For Sale…,Fraud,37.1,0.53,neutral,0.0,Low,"['mom', 'dad', 'neighbor', 'directly', 'posting', 'contact', 'sale']",['Dad (PERSON)'],"Fraud signal detected. Key terms: mom, dad, neighbor, directly, posting, contact."
" And the two simplest refutations are these: (1) What impact? The only record of impact comes from the New Testament. I have no guarantee that its books are in the least accurate, and that the recorded ""impact"" actually happened. I find it interesting that no …",Harassment,37.0,0.673,neutral,0.0,Low,"['impact', 'guards', 'body', 'new testament', 'stolen', 'testament', 'record', 'written']","['Jesus (PERSON)', 'Pauline (ORG)', '20 years (DATE)', 'The New Testament (ORG)']","Harassment signal detected. Key terms: impact, guards, body, new testament, stolen, testament."
 But what if the geologists are wrong and these people are warning of a non-existent danger? Analogies can only push an argument so far (on both sides). Both Melinda's and yours assume the premises used to set up your respective analogies are true and thus the…,Harassment,36.9,0.671,negative,-1.0,Low,"['truth', 'christians', 'believe', 'analogies', 'know truth', 'christians believe', 'offended', 'sides']","['Analogies (ORG)', 'Melinda (PERSON)']","Harassment signal detected. Key terms: truth, christians, believe, analogies, know truth, christians believe."
" ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ So you believe in the existance of One creator I assume. Ok, god has the disclaimer, reserves the right to judge individual cases. If we believe him to be loving, then we also believe him to be able to serve justice to all.…",Harassment,36.9,0.67,neutral,0.0,Low,"['choices', 'believe', 'worry', 'judge', 'god', 'justice', 'refuse believe', 'god judge']",['God (PERSON)'],"Harassment signal detected. Key terms: choices, believe, worry, judge, god, justice."
" If the Administration is this far along, is it possible that the government been working on it for a while and has been using the Dennings to prime the pump, so to speak, or as the Judas goat? Whether paid off, just gullible, or what, doesn't really matter. I…",Cyber,36.9,0.435,neutral,0.0,Low,"['administration', 'really matter', 'goat', 'possible', 'judas', 'doesn really', 'cause effect', 'spend money']","['Administration (ORG)', 'Judas (PERSON)', 'NSA (ORG)', 'al (PERSON)', 'Bush (PERSON)']","Cyber signal detected. Key terms: administration, really matter, goat, possible, judas, doesn really."
" I think its an attempt to show lives_saved v lives_lost; all other gun related crimes don't result in lives_lost. On the other hand, its impossible to know how many of the successful self defenses prevented lives from being lost. In other words, the lives_los…",Physical Threat,36.7,0.367,neutral,0.0,Low,"['lives', 'lost', 'saved', 'self defenses', 'related', 'defenses', 'successful', 'percentage']",['Kleck (PERSON)'],"Physical Threat signal detected. Key terms: lives, lost, saved, self defenses, related, defenses."
Diamond engagement ring. 14k gold band. 33point diamond. appraised at 1900 dollars. Will sell for 600 dollars. Appraisal available upon request. send e-mail to yb025@uafhp.uark.edu …,Fraud,36.7,0.524,neutral,0.0,Low,"['diamond', 'dollars', '1900', 'engagement', 'available request', 'ring', '600', 'gold']",['Diamond (ORG)'],"Fraud signal detected. Key terms: diamond, dollars, 1900, engagement, available request, ring."
"[deleted] Which crap, the ridiculous assertions that Uzis are mowing down cops right and left? The assertions that dialing 911 should be the proper and only option available to the law-abiding citizens? A factoid: 56 cops were killed in the whole country last …",Physical Threat,36.7,0.367,neutral,0.0,Low,"['assertions', 'cops', 'factoid', 'early 80s', 'dialing', '80s', '911', 'wow']","['Uzis (ORG)', 'last year (DATE)', ""the early '80s (DATE)""]","Physical Threat signal detected. Key terms: assertions, cops, factoid, early 80s, dialing, 80s."
" Good idea, But why put all the eggs in one basket? Given that the escrow keys are generated 200 at a time on floppy disks, why not keep them there rather than creating one huge database that will have to be guarded better than Fort Knox. Give each floppy to a…",Cyber,36.6,0.431,neutral,0.0,Low,"['000', 'floppy', 'clipper phones', 'knox', 'eggs', '000 000', 'floppy disks', 'fort']","['Fort Knox (GPE)', 'USA (GPE)']","Cyber signal detected. Key terms: 000, floppy, clipper phones, knox, eggs, 000 000."
" There are a few bills not yet in the archive, but these are the main ones we need to fight. And thanks to David Robinson for scanning so many of them in for us! The subdirectory bills are stored in was moved from ""congress"" to ""Congress"", that is: godiva.nect…",Physical Threat,36.5,0.365,neutral,0.0,Low,"['congress', 'bills', 'anon', 'need fight', 'scanning', 'cmu edu', 'cmu', 'rkba']","['David Robinson (PERSON)', 'congress (ORG)', 'Congress (ORG)']","Physical Threat signal detected. Key terms: congress, bills, anon, need fight, scanning, cmu edu."
 I phoned Licensing Division in Washington State to ask for an application for a CCW. Instead they promptly sent me an applicationfor becoming a firearms dealer in Washington!…,Physical Threat,36.5,0.365,neutral,0.0,Low,"['washington', 'promptly', 'ccw', 'licensing', 'division', 'application', 'firearms', 'dealer']","['Licensing Division (ORG)', 'Washington State (GPE)', 'CCW (ORG)', 'Washington (GPE)']","Physical Threat signal detected. Key terms: washington, promptly, ccw, licensing, division, application."
" Maybe before Babel,everyone including angels spoke the same language,so at Babel, God punished us by giving us languages different from the original one. So if that's the case,then angels now would be speaking in the tongue mankind spoke before Babel.…",Harassment,36.4,0.663,neutral,0.0,Low,"['angels', 'spoke', 'tongue', 'mankind', 'languages', 'punished', 'speaking', 'language']",['Babel (ORG)'],"Harassment signal detected. Key terms: angels, spoke, tongue, mankind, languages, punished."
" The willingness of the majority of the people to give up their freedom in exchange for a sense of safety is hardly limited to the USA, and is an endemic problem in any human society of any appreciable size. The structure of the US government does try to comba…",Cyber,36.3,0.427,neutral,0.0,Low,"['government', 'interests', 'protect', 'expecting', 'strong', 'tool', 'politics', 'freedom']","['USA (GPE)', 'US (GPE)', 'Jefferson (GPE)', 'a \ncouple hundred years (DATE)']","Cyber signal detected. Key terms: government, interests, protect, expecting, strong, tool."
" ^^^^^ ^^^^^^^^^^^^^^^^^^ ^^^^^^^^^^^^^^^^^^^^ Sorry, but I really can't figure out what you're trying to say, above. Not exactly: ""An unconstitutional act is not law; it confers no rights; it imposes no duties; affords no protection; it creates no office; it …",Physical Threat,36.3,0.363,neutral,0.0,Low,"['2d', 'law', 'unconstitutional', 'sec', 'bound', 'imposes', 'heard case', 'shelby']","['Norton (ORG)', 'Shelby County (GPE)', 'US (GPE)', 'Sec 177 (ORG)', 'late 2d (DATE)', 'Sec 256\n\n\nAutomatic (ORG)', 'The Supreme Court (ORG)']","Physical Threat signal detected. Key terms: 2d, law, unconstitutional, sec, bound, imposes."
": :So much for ""infinite patience."" : ;I find it hard to swallow that prolonged exposure to ""massive"" amounts of : :And they said that the bomb dropped on MOVE wouldn't start a fire, either. : :The real kicker, though, is the stated justification for the gover…",Physical Threat,36.2,0.362,negative,-1.0,Low,"['patience', 'responsible', 'saying', 'wouldn', 'half hour', 'rights group', 'saying won', 'kicker']","['MOVE (ORG)', 'Reno (PERSON)', 'Malcolm Fuller (PERSON)', 'Surveying Engineering (ORG)', 'University of New Brunswick (ORG)', 'FBI (ORG)', 'Bob Ricks (PERSON)', 'Billary (GPE)']","Physical Threat signal detected. Key terms: patience, responsible, saying, wouldn, half hour, rights group."
" What suburban kid would want to hold down a minimum wage job when there is so much more money to be made dealing drugs? Yet, somehow, surburban kids do hold down minimum wage jobs. So do inner city kids, when give the chance. Any reason you think that inner c…",Sanctions/Compliance,36.2,0.483,neutral,0.0,Low,"['minimum wage', 'kids', 'inner city', 'wage', 'inner', 'minimum', 'city', 'hold']",[],"Sanctions/Compliance signal detected. Key terms: minimum wage, kids, inner city, wage, inner, minimum."
" This may sound argumentative, but do the pro-homosexual crowd give the same support to church members that are involved in incestuous relationships? If we do a little substitution above, we get: ""although by no means all episcopalians are sympathetic to inces…",Harassment,36.1,0.656,neutral,0.0,Low,"['incest', 'association', 'rockwell', 'results', 'relationship', 'minister', 'relationships', 'christian']","['Scott Cokely (PERSON)', 'Rockwell (ORG)', 'Christ (ORG)']","Harassment signal detected. Key terms: incest, association, rockwell, results, relationship, minister."
": Does Dorothy Denning read this group? If not, is someone on the group : forwarding questions like these to her, or Martin Hellman, or anyone else : who's seen more details about the chip? Of course she does; it's just she's been toasted so often for being an…",Cyber,36.1,0.424,neutral,0.0,Low,"['georgetown edu', 'denning', 'georgetown', 'denning cs', 'edu', 'cs', 'group', 'cs georgetown']","['Dorothy Denning (PERSON)', 'Martin Hellman (PERSON)', 'NSA (ORG)']","Cyber signal detected. Key terms: georgetown edu, denning, georgetown, denning cs, edu, cs."
